Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 158,19,103,37,123,28.0,113.0,0,tracked object
Object 124,42,32,62,55,52.0,43.5,0,tracked object
Object 141,66,0,85,11,75.5,5.5,0,tracked object
Object 13,77,73,97,94,87.0,83.5,0,tracked object
Object 36,100,110,142,123,121.0,116.5,0,tracked object
Object 135,125,26,146,46,135.5,36.0,0,tracked object
Object 99,148,76,166,95,157.0,85.5,0,tracked object
Object 152,158,148,176,164,167.0,156.0,0,tracked object
Object 156,191,41,205,59,198.0,50.0,0,tracked object
Object 157,202,96,216,117,209.0,106.5,0,tracked object
Object 159,227,164,240,180,233.5,172.0,0,tracked object
