Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 125,42,157,65,176,53.5,166.5,0,tracked object
Object 124,50,67,76,91,63.0,79.0,0,tracked object
Object 126,61,16,90,35,75.5,25.5,0,tracked object
Object 13,105,101,130,124,117.5,112.5,0,tracked object
Object 36,139,127,182,153,160.5,140.0,0,tracked object
Object 118,142,38,166,60,154.0,49.0,0,tracked object
Object 99,180,86,198,106,189.0,96.0,0,tracked object
Object 122,205,155,221,173,213.0,164.0,0,tracked object
Object 117,209,39,222,58,215.5,48.5,0,tracked object
Object 127,233,91,240,108,236.5,99.5,0,tracked object
