Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 319,26,22,46,33,36.0,27.5,0,tracked object
Object 282,28,61,45,79,36.5,70.0,0,tracked object
Object 323,37,134,54,149,45.5,141.5,0,tracked object
Object 281,73,74,93,95,83.0,84.5,0,tracked object
Object 318,86,11,108,30,97.0,20.5,0,tracked object
Object 303,105,84,150,116,127.5,100.0,0,tracked object
Object 317,134,41,155,60,144.5,50.5,0,tracked object
Object 320,157,0,169,5,163.0,2.5,0,tracked object
Object 325,190,108,212,131,201.0,119.5,0,tracked object
Object 324,202,31,227,53,214.5,42.0,0,tracked object
