Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 134,28,30,52,43,40.0,36.5,0,tracked object
Object 124,30,72,51,91,40.5,81.5,0,tracked object
Object 131,39,148,59,163,49.0,155.5,0,tracked object
Object 13,81,88,102,109,91.5,98.5,0,tracked object
Object 135,96,28,117,46,106.5,37.0,0,tracked object
Object 36,114,99,154,128,134.0,113.5,0,tracked object
Object 99,141,60,159,77,150.0,68.5,0,tracked object
Object 136,160,12,173,28,166.5,20.0,0,tracked object
Object 132,186,118,203,137,194.5,127.5,0,tracked object
Object 133,197,54,215,72,206.0,63.0,0,tracked object
