Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,48,38,68,50,58.0,44.0,0,tracked object
Object 226,51,76,67,91,59.0,83.5,0,tracked object
Object 235,58,139,73,152,65.5,145.5,0,tracked object
Object 217,92,92,110,110,101.0,101.0,0,tracked object
Object 194,106,35,125,53,115.5,44.0,0,tracked object
Object 201,120,106,159,130,139.5,118.0,0,tracked object
Object 99,148,68,166,86,157.0,77.0,0,tracked object
Object 232,170,17,184,35,177.0,26.0,0,tracked object
Object 234,191,129,210,147,200.5,138.0,0,tracked object
Object 233,209,62,231,83,220.0,72.5,0,tracked object
