Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,86,91,102,106,94.0,98.5,0,tracked object
Object 36,111,102,144,123,127.5,112.5,0,tracked object
Object 40,47,74,63,89,55.0,81.5,0,tracked object
Object 43,136,71,151,85,143.5,78.0,0,tracked object
Object 48,102,42,119,57,110.5,49.5,0,tracked object
Object 67,47,40,66,51,56.5,45.5,0,tracked object
Object 70,155,31,167,45,161.0,38.0,0,tracked object
Object 71,49,134,65,147,57.0,140.5,0,tracked object
Object 72,171,121,186,137,178.5,129.0,0,tracked object
Object 73,185,67,201,83,193.0,75.0,0,tracked object
Object 74,235,132,240,153,237.5,142.5,0,tracked object
