Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 87,0,151,37,180,18.5,165.5,0,tracked object
Object 84,62,103,80,122,71.0,112.5,0,tracked object
Object 40,86,39,105,59,95.5,49.0,0,tracked object
Object 76,105,3,124,20,114.5,11.5,0,tracked object
Object 13,120,76,139,94,129.5,85.0,0,tracked object
Object 36,141,109,180,122,160.5,115.5,0,tracked object
Object 48,162,33,180,50,171.0,41.5,0,tracked object
Object 43,184,77,201,95,192.5,86.0,0,tracked object
Object 80,193,146,212,163,202.5,154.5,0,tracked object
Object 81,220,45,233,62,226.5,53.5,0,tracked object
Object 82,234,94,240,115,237.0,104.5,0,tracked object
