Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,93,57,111,76,102.0,66.5,0,tracked object
Object 282,62,20,80,40,71.0,30.0,0,tracked object
Object 303,114,91,153,105,133.5,98.0,0,tracked object
Object 326,137,16,156,33,146.5,24.5,0,tracked object
Object 329,159,61,175,79,167.0,70.0,0,tracked object
Object 330,198,31,211,47,204.5,39.0,0,tracked object
Object 331,167,130,185,147,176.0,138.5,0,tracked object
Object 332,37,84,54,103,45.5,93.5,0,tracked object
Object 333,210,81,223,103,216.5,92.0,0,tracked object
Object 334,224,162,240,180,232.0,171.0,0,tracked object
Object 336,0,150,45,180,22.5,165.0,0,tracked object
