Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 10,43,25,70,40,56.5,32.5,0,tracked object
Object 11,43,73,66,94,54.5,83.5,0,tracked object
Object 21,47,157,69,173,58.0,165.0,0,tracked object
Object 13,99,96,121,118,110.0,107.0,0,tracked object
Object 3,121,31,145,50,133.0,40.5,0,tracked object
Object 14,133,111,176,141,154.5,126.0,0,tracked object
Object 1,166,70,185,89,175.5,79.5,0,tracked object
Object 17,189,21,202,38,195.5,29.5,0,tracked object
Object 19,205,134,221,153,213.0,143.5,0,tracked object
Object 20,222,68,239,88,230.5,78.0,0,tracked object
