Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,23,140,43,157,33.0,148.5,0,tracked object
Object 40,24,59,44,78,34.0,68.5,0,tracked object
Object 54,28,18,52,30,40.0,24.0,0,tracked object
Object 13,73,79,95,100,84.0,89.5,0,tracked object
Object 48,96,22,118,38,107.0,30.0,0,tracked object
Object 36,106,96,149,124,127.5,110.0,0,tracked object
Object 43,138,56,156,74,147.0,65.0,0,tracked object
Object 60,160,13,173,28,166.5,20.5,0,tracked object
Object 64,181,121,199,141,190.0,131.0,0,tracked object
Object 65,195,56,213,75,204.0,65.5,0,tracked object
