Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,163,16,180,8.0,171.5,0,tracked object
Object 137,21,75,40,100,30.5,87.5,0,tracked object
Object 124,78,17,101,48,89.5,32.5,0,tracked object
Object 13,94,86,118,108,106.0,97.0,0,tracked object
Object 36,101,125,144,151,122.5,138.0,0,tracked object
Object 141,133,0,150,16,141.5,8.0,0,tracked object
Object 99,162,120,181,137,171.5,128.5,0,tracked object
Object 135,168,61,190,85,179.0,73.0,0,tracked object
Object 133,199,156,211,174,205.0,165.0,0,tracked object
Object 136,218,107,234,124,226.0,115.5,0,tracked object
