Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 10,51,43,79,59,65.0,51.0,0,tracked object
Object 11,52,93,75,113,63.5,103.0,0,tracked object
Object 21,58,175,71,180,64.5,177.5,0,new object
Object 13,109,116,132,137,120.5,126.5,0,tracked object
Object 3,130,48,154,70,142.0,59.0,0,tracked object
Object 14,143,130,186,160,164.5,145.0,0,tracked object
Object 1,177,89,195,108,186.0,98.5,0,tracked object
Object 17,199,37,211,55,205.0,46.0,0,tracked object
Object 19,214,150,230,169,222.0,159.5,0,tracked object
Object 20,232,84,240,99,236.0,91.5,0,tracked object
