Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,7,140,26,158,16.5,149.0,0,tracked object
Object 40,8,62,26,80,17.0,71.0,0,tracked object
Object 54,13,22,34,34,23.5,28.0,0,tracked object
Object 13,53,82,74,102,63.5,92.0,0,tracked object
Object 48,76,24,97,40,86.5,32.0,0,tracked object
Object 36,85,97,128,126,106.5,111.5,0,tracked object
Object 43,117,57,136,75,126.5,66.0,0,tracked object
Object 60,140,13,154,28,147.0,20.5,0,tracked object
Object 64,163,122,182,143,172.5,132.5,0,tracked object
Object 65,177,56,196,75,186.5,65.5,0,tracked object
