Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 53,12,139,35,161,23.5,150.0,0,tracked object
Object 40,22,48,45,70,33.5,59.0,0,tracked object
Object 49,35,2,60,17,47.5,9.5,0,tracked object
Object 13,74,80,99,103,86.5,91.5,0,tracked object
Object 36,110,107,159,135,134.5,121.0,0,tracked object
Object 48,111,17,135,37,123.0,27.0,0,tracked object
Object 43,153,63,173,84,163.0,73.5,0,tracked object
Object 50,182,18,196,35,189.0,26.5,0,tracked object
Object 52,189,140,207,161,198.0,150.5,0,tracked object
Object 51,214,70,231,93,222.5,81.5,0,tracked object
