Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,49,62,68,73,58.5,67.5,0,tracked object
Object 40,52,97,69,112,60.5,104.5,0,tracked object
Object 71,60,158,77,171,68.5,164.5,0,tracked object
Object 13,94,109,110,127,102.0,118.0,0,tracked object
Object 48,103,58,121,74,112.0,66.0,0,tracked object
Object 36,121,117,156,142,138.5,129.5,0,tracked object
Object 43,143,83,159,98,151.0,90.5,0,tracked object
Object 70,157,39,169,53,163.0,46.0,0,tracked object
Object 72,186,133,203,150,194.5,141.5,0,tracked object
Object 73,194,73,213,89,203.5,81.0,0,tracked object
