Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,63,16,84,26,73.5,21.0,0,tracked object
Object 124,67,51,85,66,76.0,58.5,0,tracked object
Object 148,75,114,92,126,83.5,120.0,0,tracked object
Object 13,112,63,129,80,120.5,71.5,0,tracked object
Object 135,123,12,141,27,132.0,19.5,0,tracked object
Object 36,139,71,174,96,156.5,83.5,0,tracked object
Object 99,162,38,178,53,170.0,45.5,0,tracked object
Object 156,177,0,189,11,183.0,5.5,0,tracked object
Object 152,201,89,217,105,209.0,97.0,0,tracked object
Object 157,211,33,228,49,219.5,41.0,0,tracked object
