Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 179,0,157,35,180,17.5,168.5,0,new object
Object 176,34,98,51,116,42.5,107.0,0,tracked object
Object 172,51,28,71,49,61.0,38.5,0,tracked object
Object 170,78,0,91,4,84.5,2.0,0,tracked object
Object 173,89,67,109,88,99.0,77.5,0,tracked object
Object 36,113,103,156,116,134.5,109.5,0,tracked object
Object 135,135,16,156,37,145.5,26.5,0,tracked object
Object 99,162,67,181,87,171.5,77.0,0,tracked object
Object 177,174,142,193,158,183.5,150.0,0,tracked object
Object 156,207,29,223,48,215.0,38.5,0,tracked object
Object 175,221,87,237,111,229.0,99.0,0,tracked object
