Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 134,30,26,53,38,41.5,32.0,0,tracked object
Object 124,31,66,50,84,40.5,75.0,0,tracked object
Object 131,36,140,56,155,46.0,147.5,0,tracked object
Object 13,79,81,98,101,88.5,91.0,0,tracked object
Object 135,96,25,115,41,105.5,33.0,0,tracked object
Object 36,110,92,149,120,129.5,106.0,0,tracked object
Object 99,137,55,155,72,146.0,63.5,0,tracked object
Object 136,155,11,167,26,161.0,18.5,0,tracked object
Object 132,181,112,198,131,189.5,121.5,0,tracked object
Object 133,191,50,209,68,200.0,59.0,0,tracked object
