Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,5,74,26,85,15.5,79.5,0,tracked object
Object 226,11,112,29,128,20.0,120.0,0,tracked object
Object 217,57,122,74,140,65.5,131.0,0,tracked object
Object 194,62,67,81,84,71.5,75.5,0,tracked object
Object 201,86,125,119,153,102.5,139.0,0,tracked object
Object 99,104,91,120,107,112.0,99.0,0,tracked object
Object 219,116,47,127,61,121.5,54.0,0,tracked object
Object 221,151,136,166,153,158.5,144.5,0,tracked object
Object 220,152,79,170,94,161.0,86.5,0,tracked object
Object 223,214,41,240,153,227.0,97.0,0,tracked object
