Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 191,29,103,47,121,38.0,112.0,0,tracked object
Object 190,43,33,62,51,52.5,42.0,0,tracked object
Object 189,56,0,76,10,66.0,5.0,0,tracked object
Object 173,82,60,101,78,91.5,69.0,0,tracked object
Object 36,108,85,149,105,128.5,95.0,0,tracked object
Object 135,116,12,134,29,125.0,20.5,0,tracked object
Object 99,147,49,164,68,155.5,58.5,0,tracked object
Object 193,174,118,192,138,183.0,128.0,0,tracked object
Object 156,176,13,188,30,182.0,21.5,0,tracked object
Object 186,202,58,217,82,209.5,70.0,0,tracked object
