Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,184,167,203,180,193.5,173.5,0,tracked object
Object 99,183,131,199,149,191.0,140.0,0,tracked object
Object 13,138,177,144,180,141.0,178.5,0,tracked object
Object 135,131,113,151,132,141.0,122.5,0,tracked object
Object 156,185,78,199,94,192.0,86.0,0,tracked object
Object 162,227,104,240,119,233.5,111.5,0,tracked object
Object 163,233,167,240,180,236.5,173.5,0,tracked object
Object 167,77,173,99,180,88.0,176.5,0,tracked object
Object 170,61,131,87,143,74.0,137.0,0,tracked object
Object 171,0,0,58,31,29.0,15.5,0,new object
