Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,24,42,47,56,35.5,49.0,0,tracked object
Object 124,25,88,45,107,35.0,97.5,0,tracked object
Object 148,32,164,51,180,41.5,172.0,0,tracked object
Object 13,75,110,96,131,85.5,120.5,0,tracked object
Object 135,95,43,119,64,107.0,53.5,0,tracked object
Object 36,109,126,154,154,131.5,140.0,0,tracked object
Object 99,143,83,164,103,153.5,93.0,0,tracked object
Object 156,170,27,185,46,177.5,36.5,0,tracked object
Object 152,187,149,207,169,197.0,159.0,0,tracked object
Object 157,209,78,229,100,219.0,89.0,0,tracked object
