Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,98,73,114,88,106.0,80.5,0,tracked object
Object 194,59,44,77,62,68.0,53.0,0,tracked object
Object 201,75,108,110,135,92.5,121.5,0,tracked object
Object 217,46,100,63,118,54.5,109.0,0,tracked object
Object 219,115,29,127,43,121.0,36.0,0,tracked object
Object 220,149,65,167,81,158.0,73.0,0,tracked object
Object 221,142,124,157,141,149.5,132.5,0,tracked object
Object 223,212,34,240,149,226.0,91.5,0,tracked object
Object 226,2,86,19,103,10.5,94.5,0,tracked object
Object 227,0,45,20,60,10.0,52.5,0,tracked object
Object 228,10,154,28,169,19.0,161.5,0,new object
