Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 292,17,165,40,180,28.5,172.5,0,tracked object
Object 282,19,69,43,92,31.0,80.5,0,tracked object
Object 288,27,17,55,34,41.0,25.5,0,tracked object
Object 281,76,100,104,126,90.0,113.0,0,tracked object
Object 295,110,27,138,51,124.0,39.0,0,tracked object
Object 293,116,125,169,157,142.5,141.0,0,tracked object
Object 294,161,76,182,99,171.5,87.5,0,tracked object
Object 296,190,23,205,42,197.5,32.5,0,tracked object
Object 297,202,155,222,178,212.0,166.5,0,tracked object
Object 298,226,79,240,101,233.0,90.0,0,tracked object
