Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 332,28,80,44,97,36.0,88.5,0,tracked object
Object 282,51,19,68,38,59.5,28.5,0,tracked object
Object 281,80,53,97,71,88.5,62.0,0,tracked object
Object 303,99,85,135,97,117.0,91.0,0,tracked object
Object 326,121,15,138,32,129.5,23.5,0,tracked object
Object 329,141,56,156,72,148.5,64.0,0,tracked object
Object 331,150,121,166,136,158.0,128.5,0,tracked object
Object 330,177,28,190,42,183.5,35.0,0,tracked object
Object 333,189,75,202,94,195.5,84.5,0,tracked object
Object 334,202,124,240,180,221.0,152.0,0,tracked object
