Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,22,60,40,78,31.0,69.0,0,tracked object
Object 126,23,18,46,31,34.5,24.5,0,tracked object
Object 125,25,134,43,150,34.0,142.0,0,tracked object
Object 13,68,80,89,100,78.5,90.0,0,tracked object
Object 118,89,20,111,38,100.0,29.0,0,tracked object
Object 36,99,95,141,122,120.0,108.5,0,tracked object
Object 99,132,56,150,74,141.0,65.0,0,tracked object
Object 117,157,9,171,26,164.0,17.5,0,tracked object
Object 122,172,119,190,138,181.0,128.5,0,tracked object
Object 128,191,55,210,74,200.5,64.5,0,tracked object
