Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,42,59,65,80,53.5,69.5,0,tracked object
Object 10,43,12,70,26,56.5,19.0,0,tracked object
Object 21,46,143,68,160,57.0,151.5,0,tracked object
Object 13,98,80,121,103,109.5,91.5,0,tracked object
Object 3,120,16,143,36,131.5,26.0,0,tracked object
Object 14,133,96,176,126,154.5,111.0,0,tracked object
Object 1,166,55,184,74,175.0,64.5,0,tracked object
Object 17,188,7,201,24,194.5,15.5,0,tracked object
Object 19,205,120,222,140,213.5,130.0,0,tracked object
Object 20,222,54,240,74,231.0,64.0,0,tracked object
