Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,20,58,39,76,29.5,67.0,0,tracked object
Object 63,20,138,40,155,30.0,146.5,0,tracked object
Object 54,24,17,46,29,35.0,23.0,0,tracked object
Object 13,68,77,90,98,79.0,87.5,0,tracked object
Object 48,90,19,112,36,101.0,27.5,0,tracked object
Object 36,101,92,144,121,122.5,106.5,0,tracked object
Object 43,133,53,151,71,142.0,62.0,0,tracked object
Object 60,154,10,167,25,160.5,17.5,0,tracked object
Object 64,177,117,195,137,186.0,127.0,0,tracked object
Object 65,190,52,208,71,199.0,61.5,0,tracked object
