Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,32,39,53,50,42.5,44.5,0,tracked object
Object 124,36,76,53,92,44.5,84.0,0,tracked object
Object 148,45,139,62,152,53.5,145.5,0,tracked object
Object 13,79,89,96,106,87.5,97.5,0,tracked object
Object 135,91,35,109,51,100.0,43.0,0,tracked object
Object 36,107,96,142,122,124.5,109.0,0,tracked object
Object 99,130,62,146,78,138.0,70.0,0,tracked object
Object 156,147,18,159,33,153.0,25.5,0,tracked object
Object 152,172,113,188,130,180.0,121.5,0,tracked object
Object 157,182,54,200,71,191.0,62.5,0,tracked object
