Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 54,43,46,67,60,55.0,53.0,0,tracked object
Object 40,43,91,63,111,53.0,101.0,0,tracked object
Object 59,48,171,68,180,58.0,175.5,0,tracked object
Object 13,95,112,117,134,106.0,123.0,0,tracked object
Object 48,114,45,138,66,126.0,55.5,0,tracked object
Object 36,130,128,177,159,153.5,143.5,0,tracked object
Object 43,164,83,185,103,174.5,93.0,0,tracked object
Object 60,186,29,200,47,193.0,38.0,0,tracked object
Object 61,212,151,231,172,221.5,161.5,0,tracked object
Object 62,227,77,240,95,233.5,86.0,0,tracked object
