Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,5,22,25,34,15.0,28.0,0,tracked object
Object 124,8,64,25,81,16.5,72.5,0,tracked object
Object 137,18,135,34,150,26.0,142.5,0,tracked object
Object 13,52,80,71,100,61.5,90.0,0,tracked object
Object 135,66,15,89,35,77.5,25.0,0,tracked object
Object 36,83,91,127,121,105.0,106.0,0,tracked object
Object 99,113,48,134,68,123.5,58.0,0,tracked object
Object 146,138,0,153,11,145.5,5.5,0,tracked object
Object 142,166,117,187,138,176.5,127.5,0,tracked object
Object 144,183,41,208,64,195.5,52.5,0,tracked object
