Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,61,17,87,29,74.0,23.0,0,tracked object
Object 217,67,59,90,79,78.5,69.0,0,tracked object
Object 222,81,140,103,155,92.0,147.5,0,tracked object
Object 199,126,71,147,93,136.5,82.0,0,tracked object
Object 194,134,9,156,27,145.0,18.0,0,tracked object
Object 201,161,77,201,111,181.0,94.0,0,tracked object
Object 99,184,38,202,56,193.0,47.0,0,tracked object
Object 219,196,0,208,6,202.0,3.0,0,tracked object
Object 221,234,96,240,116,237.0,106.0,0,tracked object
Object 220,235,30,240,42,237.5,36.0,0,tracked object
