Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,0,126,12,147,6.0,136.5,0,tracked object
Object 124,26,51,48,78,37.0,64.5,0,tracked object
Object 141,58,12,78,35,68.0,23.5,0,tracked object
Object 13,59,102,79,125,69.0,113.5,0,tracked object
Object 36,80,143,123,158,101.5,150.5,0,tracked object
Object 135,114,60,135,80,124.5,70.0,0,tracked object
Object 99,132,112,149,131,140.5,121.5,0,tracked object
Object 146,176,80,189,97,182.5,88.5,0,tracked object
Object 149,182,134,194,154,188.0,144.0,0,tracked object
Object 150,227,162,240,180,233.5,171.0,0,tracked object
