Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 176,23,121,38,139,30.5,130.0,0,tracked object
Object 172,42,58,59,79,50.5,68.5,0,tracked object
Object 170,60,20,78,38,69.0,29.0,0,tracked object
Object 173,73,97,90,116,81.5,106.5,0,tracked object
Object 36,94,131,132,144,113.0,137.5,0,tracked object
Object 135,115,52,135,71,125.0,61.5,0,tracked object
Object 99,138,99,156,118,147.0,108.5,0,tracked object
Object 177,150,168,168,180,159.0,174.0,0,tracked object
Object 156,181,64,196,82,188.5,73.0,0,tracked object
Object 175,194,118,209,140,201.5,129.0,0,tracked object
