Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,5,23,25,36,15.0,29.5,0,tracked object
Object 124,6,66,23,85,14.5,75.5,0,tracked object
Object 137,15,139,32,155,23.5,147.0,0,tracked object
Object 13,50,84,70,105,60.0,94.5,0,tracked object
Object 135,67,17,90,39,78.5,28.0,0,tracked object
Object 36,82,99,127,129,104.5,114.0,0,tracked object
Object 99,114,55,136,75,125.0,65.0,0,tracked object
Object 146,142,0,159,17,150.5,8.5,0,tracked object
Object 142,166,126,188,147,177.0,136.5,0,tracked object
Object 144,187,49,212,72,199.5,60.5,0,tracked object
