Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 312,8,143,29,162,18.5,152.5,0,tracked object
Object 282,14,58,35,79,24.5,68.5,0,tracked object
Object 319,23,13,47,28,35.0,20.5,0,tracked object
Object 281,62,87,86,108,74.0,97.5,0,tracked object
Object 318,94,24,118,44,106.0,34.0,0,tracked object
Object 303,96,110,142,137,119.0,123.5,0,tracked object
Object 317,136,68,156,88,146.0,78.0,0,tracked object
Object 320,166,21,180,39,173.0,30.0,0,tracked object
Object 321,173,140,192,160,182.5,150.0,0,tracked object
Object 322,198,72,215,94,206.5,83.0,0,tracked object
