Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,118,120,152,130,135.0,125.0,0,tracked object
Object 99,159,95,174,110,166.5,102.5,0,tracked object
Object 135,142,54,159,71,150.5,62.5,0,tracked object
Object 156,197,66,209,82,203.0,74.0,0,tracked object
Object 173,100,92,116,109,108.0,100.5,0,tracked object
Object 175,202,109,213,126,207.5,117.5,0,tracked object
Object 176,47,114,63,129,55.0,121.5,0,tracked object
Object 181,208,149,240,180,224.0,164.5,0,tracked object
Object 182,163,148,177,160,170.0,154.0,0,tracked object
Object 184,67,55,86,76,76.5,65.5,0,tracked object
Object 185,85,17,106,38,95.5,27.5,0,tracked object
Object 183,0,157,41,180,20.5,168.5,0,tracked object
