Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 91,20,96,41,120,30.5,108.0,0,tracked object
Object 40,61,20,85,47,73.0,33.5,0,tracked object
Object 13,94,74,116,99,105.0,86.5,0,tracked object
Object 76,108,0,118,4,113.0,2.0,0,tracked object
Object 36,115,119,163,140,139.0,129.5,0,tracked object
Object 48,156,31,180,53,168.0,42.0,0,tracked object
Object 97,172,171,191,180,181.5,175.5,0,tracked object
Object 43,175,89,194,111,184.5,100.0,0,tracked object
Object 96,223,59,238,78,230.5,68.5,0,tracked object
Object 98,227,118,240,143,233.5,130.5,0,tracked object
