Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,9,47,29,57,19.0,52.0,0,tracked object
Object 282,16,81,34,97,25.0,89.0,0,tracked object
Object 332,32,142,49,153,40.5,147.5,0,tracked object
Object 281,60,87,75,104,67.5,95.5,0,tracked object
Object 326,63,37,80,52,71.5,44.5,0,tracked object
Object 303,87,87,118,114,102.5,100.5,0,tracked object
Object 329,102,56,117,70,109.5,63.0,0,tracked object
Object 330,112,15,123,28,117.5,21.5,0,tracked object
Object 333,147,43,164,57,155.5,50.0,0,tracked object
Object 331,148,96,162,112,155.0,104.0,0,tracked object
Object 334,207,7,240,115,223.5,61.0,0,tracked object
Object 335,217,170,240,180,228.5,175.0,0,tracked object
