Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,88,95,114,120,101.0,107.5,0,tracked object
Object 292,23,152,46,175,34.5,163.5,0,tracked object
Object 288,49,11,76,28,62.5,19.5,0,tracked object
Object 293,125,126,178,154,151.5,140.0,0,tracked object
Object 294,173,79,194,102,183.5,90.5,0,tracked object
Object 295,128,28,154,50,141.0,39.0,0,tracked object
Object 296,206,30,220,49,213.0,39.5,0,tracked object
Object 297,207,161,227,180,217.0,170.5,0,tracked object
Object 282,35,59,59,83,47.0,71.0,0,tracked object
Object 298,237,87,240,101,238.5,94.0,0,new object
