Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,91,104,107,119,99.0,111.5,0,tracked object
Object 194,52,75,70,91,61.0,83.0,0,tracked object
Object 201,69,139,104,166,86.5,152.5,0,tracked object
Object 216,0,76,13,88,6.5,82.0,0,tracked object
Object 217,40,130,57,149,48.5,139.5,0,tracked object
Object 219,107,59,119,73,113.0,66.0,0,tracked object
Object 220,142,95,159,110,150.5,102.5,0,tracked object
Object 221,135,153,151,170,143.0,161.5,0,tracked object
Object 199,0,115,13,133,6.5,124.0,0,tracked object
Object 223,205,57,240,174,222.5,115.5,0,tracked object
