Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,154,82,172,100,163.0,91.0,0,tracked object
Object 194,107,48,128,69,117.5,58.5,0,tracked object
Object 201,127,122,168,153,147.5,137.5,0,tracked object
Object 217,93,113,114,134,103.5,123.5,0,tracked object
Object 220,211,72,230,92,220.5,82.0,0,tracked object
Object 221,202,140,219,159,210.5,149.5,0,tracked object
Object 226,40,96,61,115,50.5,105.5,0,tracked object
Object 227,37,53,61,66,49.0,59.5,0,tracked object
Object 229,171,31,184,48,177.5,39.5,0,tracked object
Object 228,50,172,72,180,61.0,176.0,0,tracked object
