Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 309,30,155,52,174,41.0,164.5,0,tracked object
Object 282,30,66,53,88,41.5,77.0,0,tracked object
Object 307,35,15,62,31,48.5,23.0,0,tracked object
Object 281,85,96,111,119,98.0,107.5,0,tracked object
Object 300,116,22,144,47,130.0,34.5,0,tracked object
Object 303,123,120,173,149,148.0,134.5,0,tracked object
Object 301,166,72,188,94,177.0,83.0,0,tracked object
Object 306,198,17,213,37,205.5,27.0,0,tracked object
Object 304,205,150,225,170,215.0,160.0,0,tracked object
Object 308,234,75,240,89,237.0,82.0,0,tracked object
