Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,40,160,60,178,50.0,169.0,0,tracked object
Object 40,44,81,64,101,54.0,91.0,0,tracked object
Object 67,49,36,73,51,61.0,43.5,0,tracked object
Object 13,92,108,115,129,103.5,118.5,0,tracked object
Object 48,120,45,144,66,132.0,55.5,0,tracked object
Object 36,125,130,171,156,148.0,143.0,0,tracked object
Object 43,164,87,183,107,173.5,97.0,0,tracked object
Object 70,191,38,205,56,198.0,47.0,0,tracked object
Object 72,201,157,220,177,210.5,167.0,0,tracked object
Object 73,225,88,240,110,232.5,99.0,0,tracked object
