Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,52,72,69,87,60.5,79.5,0,tracked object
Object 71,52,134,69,147,60.5,140.5,0,tracked object
Object 67,53,37,73,49,63.0,43.0,0,tracked object
Object 13,92,90,108,106,100.0,98.0,0,tracked object
Object 48,109,41,127,57,118.0,49.0,0,tracked object
Object 36,117,104,151,125,134.0,114.5,0,tracked object
Object 43,144,71,159,86,151.5,78.5,0,tracked object
Object 70,164,31,176,46,170.0,38.5,0,tracked object
Object 72,177,124,193,140,185.0,132.0,0,tracked object
Object 73,194,69,210,86,202.0,77.5,0,tracked object
