Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 40,11,50,35,73,23.0,61.5,0,tracked object
Object 41,14,2,42,15,28.0,8.5,0,tracked object
Object 47,17,146,42,166,29.5,156.0,0,tracked object
Object 13,72,70,98,96,85.0,83.0,0,tracked object
Object 27,94,2,119,22,106.5,12.0,0,tracked object
Object 36,112,85,159,121,135.5,103.0,0,tracked object
Object 43,145,41,165,61,155.0,51.0,0,tracked object
Object 44,165,0,178,10,171.5,5.0,0,tracked object
Object 46,194,110,211,132,202.5,121.0,0,tracked object
Object 45,204,40,222,60,213.0,50.0,0,tracked object
