Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,102,162,136,173,119.0,167.5,0,tracked object
Object 99,141,135,156,150,148.5,142.5,0,tracked object
Object 135,121,94,138,110,129.5,102.0,0,tracked object
Object 156,177,103,189,118,183.0,110.5,0,tracked object
Object 170,72,64,89,81,80.5,72.5,0,tracked object
Object 172,56,97,72,116,64.0,106.5,0,tracked object
Object 173,84,133,100,149,92.0,141.0,0,tracked object
Object 175,189,149,202,167,195.5,158.0,0,tracked object
Object 176,37,152,52,168,44.5,160.0,0,tracked object
Object 171,0,0,20,30,10.0,15.0,0,tracked object
