Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 125,53,142,76,162,64.5,152.0,0,tracked object
Object 124,74,62,97,85,85.5,73.5,0,tracked object
Object 126,91,17,116,37,103.5,27.0,0,tracked object
Object 13,119,102,141,122,130.0,112.0,0,tracked object
Object 36,146,132,186,151,166.0,141.5,0,tracked object
Object 118,161,48,180,69,170.5,58.5,0,tracked object
Object 99,189,95,205,114,197.0,104.5,0,tracked object
Object 122,203,163,219,180,211.0,171.5,0,tracked object
Object 117,221,56,233,73,227.0,64.5,0,tracked object
Object 127,237,106,240,117,238.5,111.5,0,tracked object
