Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 176,22,151,37,165,29.5,158.0,0,tracked object
Object 172,31,91,49,110,40.0,100.5,0,tracked object
Object 170,42,53,62,70,52.0,61.5,0,tracked object
Object 173,67,123,84,139,75.5,131.0,0,tracked object
Object 36,89,147,124,160,106.5,153.5,0,tracked object
Object 135,100,78,118,96,109.0,87.0,0,tracked object
Object 99,125,117,141,133,133.0,125.0,0,tracked object
Object 182,142,171,157,180,149.5,175.5,0,tracked object
Object 156,160,81,173,97,166.5,89.0,0,tracked object
Object 175,175,126,189,142,182.0,134.0,0,tracked object
Object 181,214,139,240,180,227.0,159.5,0,tracked object
