Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,121,89,180,44.5,150.5,0,tracked object
Object 176,60,88,78,106,69.0,97.0,0,tracked object
Object 184,90,29,110,53,100.0,41.0,0,tracked object
Object 185,119,0,138,15,128.5,7.5,0,new object
Object 173,119,75,137,93,128.0,84.0,0,tracked object
Object 36,135,106,171,121,153.0,113.5,0,tracked object
Object 135,172,41,190,59,181.0,50.0,0,tracked object
Object 182,176,142,190,154,183.0,148.0,0,tracked object
Object 99,182,87,198,103,190.0,95.0,0,tracked object
Object 181,217,165,240,180,228.5,172.5,0,tracked object
Object 175,223,109,234,127,228.5,118.0,0,tracked object
Object 156,227,64,240,80,233.5,72.0,0,tracked object
