Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,32,62,51,80,41.5,71.0,0,tracked object
Object 134,32,22,55,34,43.5,28.0,0,tracked object
Object 131,36,137,56,152,46.0,144.5,0,tracked object
Object 13,80,78,100,98,90.0,88.0,0,tracked object
Object 135,97,20,118,38,107.5,29.0,0,tracked object
Object 36,112,89,152,118,132.0,103.5,0,tracked object
Object 99,140,52,157,68,148.5,60.0,0,tracked object
Object 136,158,8,170,23,164.0,15.5,0,tracked object
Object 132,184,110,201,129,192.5,119.5,0,tracked object
Object 133,194,47,212,65,203.0,56.0,0,tracked object
