Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 27,83,14,108,35,95.5,24.5,0,tracked object
Object 13,64,85,90,111,77.0,98.0,0,tracked object
Object 36,105,97,152,134,128.5,115.5,0,tracked object
Object 40,3,67,27,90,15.0,78.5,0,tracked object
Object 41,3,18,31,31,17.0,24.5,0,tracked object
Object 43,136,52,156,72,146.0,62.0,0,tracked object
Object 44,154,2,167,19,160.5,10.5,0,tracked object
Object 45,195,47,214,67,204.5,57.0,0,tracked object
Object 46,189,119,206,141,197.5,130.0,0,tracked object
Object 47,13,163,39,180,26.0,171.5,0,new object
