Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 75,57,116,77,133,67.0,124.5,0,tracked object
Object 40,62,41,82,59,72.0,50.0,0,tracked object
Object 76,66,2,90,15,78.0,8.5,0,tracked object
Object 13,108,64,129,83,118.5,73.5,0,tracked object
Object 48,133,11,153,28,143.0,19.5,0,tracked object
Object 36,138,83,178,107,158.0,95.0,0,tracked object
Object 43,171,47,188,64,179.5,55.5,0,tracked object
Object 79,194,5,207,21,200.5,13.0,0,tracked object
Object 77,205,110,221,129,213.0,119.5,0,tracked object
Object 78,224,50,240,70,232.0,60.0,0,tracked object
