Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,53,145,73,162,63.0,153.5,0,tracked object
Object 124,58,70,78,89,68.0,79.5,0,tracked object
Object 141,63,30,87,44,75.0,37.0,0,tracked object
Object 13,104,95,124,114,114.0,104.5,0,tracked object
Object 135,130,40,150,58,140.0,49.0,0,tracked object
Object 36,134,114,174,138,154.0,126.0,0,tracked object
Object 99,167,77,184,95,175.5,86.0,0,tracked object
Object 146,190,35,202,50,196.0,42.5,0,tracked object
Object 147,200,139,217,158,208.5,148.5,0,tracked object
Object 149,220,79,236,98,228.0,88.5,0,tracked object
