Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,117,164,152,176,134.5,170.0,0,tracked object
Object 99,154,135,170,150,162.0,142.5,0,tracked object
Object 135,132,96,148,113,140.0,104.5,0,tracked object
Object 156,188,101,201,116,194.5,108.5,0,tracked object
Object 170,79,69,97,86,88.0,77.5,0,tracked object
Object 171,0,0,24,41,12.0,20.5,0,tracked object
Object 172,65,104,82,122,73.5,113.0,0,tracked object
Object 173,96,137,113,153,104.5,145.0,0,tracked object
Object 175,203,146,217,163,210.0,154.5,0,tracked object
Object 176,49,160,64,176,56.5,168.0,0,tracked object
