Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,86,47,102,64,94.0,55.5,0,tracked object
Object 194,51,14,69,31,60.0,22.5,0,tracked object
Object 195,0,11,12,23,6.0,17.0,0,tracked object
Object 198,111,6,124,20,117.5,13.0,0,tracked object
Object 199,28,68,46,87,37.0,77.5,0,tracked object
Object 200,141,47,159,65,150.0,56.0,0,tracked object
Object 201,55,83,93,108,74.0,95.5,0,tracked object
Object 203,196,27,240,146,218.0,86.5,0,tracked object
Object 204,123,106,140,124,131.5,115.0,0,tracked object
Object 205,0,57,5,66,2.5,61.5,0,new object
Object 206,0,123,6,137,3.0,130.0,0,new object
