Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,18,64,39,74,28.5,69.0,0,tracked object
Object 282,28,100,47,116,37.5,108.0,0,tracked object
Object 332,49,162,67,172,58.0,167.0,0,tracked object
Object 326,74,49,91,66,82.5,57.5,0,tracked object
Object 281,76,103,92,121,84.0,112.0,0,tracked object
Object 303,105,100,136,130,120.5,115.0,0,tracked object
Object 329,117,68,133,83,125.0,75.5,0,tracked object
Object 330,124,25,136,38,130.0,31.5,0,tracked object
Object 333,162,51,180,65,171.0,58.0,0,tracked object
Object 331,167,107,182,123,174.5,115.0,0,tracked object
Object 334,218,10,240,120,229.0,65.0,0,new object
