Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,106,27,123,43,114.5,35.0,0,tracked object
Object 194,67,0,88,12,77.5,6.0,0,tracked object
Object 195,6,0,27,9,16.5,4.5,0,tracked object
Object 199,48,51,67,70,57.5,60.5,0,tracked object
Object 200,161,25,179,42,170.0,33.5,0,tracked object
Object 201,76,62,116,88,96.0,75.0,0,tracked object
Object 204,146,84,163,102,154.5,93.0,0,tracked object
Object 205,5,36,22,53,13.5,44.5,0,tracked object
Object 206,7,107,27,123,17.0,115.0,0,tracked object
Object 203,217,5,240,125,228.5,65.0,0,tracked object
