Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,78,34,96,52,87.0,43.0,0,tracked object
Object 36,69,65,100,98,84.5,81.5,0,tracked object
Object 99,118,80,135,96,126.5,88.0,0,tracked object
Object 135,139,35,158,54,148.5,44.5,0,tracked object
Object 156,169,90,185,102,177.0,96.0,0,tracked object
Object 162,138,127,153,144,145.5,135.5,0,tracked object
Object 163,79,127,95,141,87.0,134.0,0,tracked object
Object 165,25,7,40,29,32.5,18.0,0,tracked object
Object 166,0,129,26,180,13.0,154.5,0,tracked object
Object 167,89,0,100,2,94.5,1.0,0,tracked object
