Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,99,68,119,90,109.0,79.0,0,tracked object
Object 36,116,107,159,127,137.5,117.0,0,tracked object
Object 48,159,30,180,52,169.5,41.0,0,tracked object
Object 99,171,85,189,103,180.0,94.0,0,tracked object
Object 103,69,15,92,41,80.5,28.0,0,tracked object
Object 106,219,59,233,77,226.0,68.0,0,tracked object
Object 107,217,113,229,134,223.0,123.5,0,tracked object
Object 108,163,155,181,170,172.0,162.5,0,tracked object
Object 109,30,83,49,105,39.5,94.0,0,tracked object
Object 111,0,161,27,180,13.5,170.5,0,new object
