Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,98,134,116,150,107.0,142.0,0,tracked object
Object 282,54,111,72,128,63.0,119.5,0,tracked object
Object 300,118,79,139,96,128.5,87.5,0,tracked object
Object 301,157,114,174,130,165.5,122.0,0,tracked object
Object 303,126,149,164,172,145.0,160.5,0,tracked object
Object 304,191,170,207,180,199.0,175.0,0,tracked object
Object 306,181,67,194,84,187.5,75.5,0,tracked object
Object 307,55,70,77,84,66.0,77.0,0,tracked object
Object 308,211,110,228,129,219.5,119.5,0,tracked object
Object 305,54,176,65,180,59.5,178.0,0,tracked object
