Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,19,90,37,111,28.0,100.5,0,tracked object
Object 21,21,174,30,180,25.5,177.0,0,tracked object
Object 10,23,42,45,56,34.0,49.0,0,tracked object
Object 13,65,117,89,141,77.0,129.0,0,tracked object
Object 3,92,38,118,63,105.0,50.5,0,tracked object
Object 14,102,141,159,174,130.5,157.5,0,tracked object
Object 1,146,86,173,112,159.5,99.0,0,tracked object
Object 22,179,19,199,41,189.0,30.0,0,tracked object
Object 19,211,177,225,180,218.0,178.5,0,tracked object
Object 20,232,82,240,100,236.0,91.0,0,tracked object
