Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,10,54,30,64,20.0,59.0,0,tracked object
Object 199,19,87,36,103,27.5,95.0,0,tracked object
Object 224,37,146,54,157,45.5,151.5,0,tracked object
Object 217,63,91,78,107,70.5,99.0,0,tracked object
Object 194,64,41,78,56,71.0,48.5,0,tracked object
Object 201,90,88,118,116,104.0,102.0,0,tracked object
Object 99,102,59,116,73,109.0,66.0,0,tracked object
Object 219,109,19,119,32,114.0,25.5,0,tracked object
Object 220,144,44,160,57,152.0,50.5,0,tracked object
Object 221,147,95,161,111,154.0,103.0,0,tracked object
Object 223,198,8,240,110,219.0,59.0,0,tracked object
Object 225,203,161,240,179,221.5,170.0,0,tracked object
