Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,122,127,179,63.5,150.5,0,tracked object
Object 176,5,44,24,63,14.5,53.5,0,tracked object
Object 173,70,23,91,44,80.5,33.5,0,tracked object
Object 36,89,60,132,77,110.5,68.5,0,tracked object
Object 182,137,102,154,115,145.5,108.5,0,tracked object
Object 135,142,0,147,6,144.5,3.0,0,tracked object
Object 99,144,38,164,56,154.0,47.0,0,tracked object
Object 181,175,109,240,180,207.5,144.5,0,tracked object
Object 175,192,67,206,86,199.0,76.5,0,tracked object
Object 156,199,16,214,33,206.5,24.5,0,tracked object
